,Weight
PCA1,1.1230342364303032
PCA2,0.9471300287482182
PCA3,1.4563584736238706
PCA4,0.9535467181867011
PCA5,1.5299750423790368
PCA6,1.3236995746166589
PCA7,0.5822240870530386
PCA8,0.9780000595261441
PCA9,1.0806552670509095
PCA10,0.669520127573654
PCA11,0.7213871660500362
PCA12,0.7685678950508079
PCA13,1.1964715090103275
PCA14,1.5400172420391265
PCA15,0.6726013887043206
PCA16,1.1976354395775493
PCA17,0.6371011041377441
PCA18,0.6220746402415532
