,Weight
PCA1,0.6986766780137023
PCA2,0.5043657258094059
PCA3,1.0513551532798382
PCA4,0.5121510661408172
PCA5,1.476524573690282
PCA6,1.0126687367951732
PCA7,2.493721881987671
PCA8,0.62050770006195
PCA9,1.5952407993287014
PCA10,0.5279448160731068
PCA11,0.5068428688193536
